Шифра општине,,Број бирачког места,adress,Број примљених гласачких листића,Број неупотребљених гласачких листића,Број бирача уписаних у бирачки списак,Број бирача који су изашли на изборе,Број бирача који су гласали,Број неважећих гласачких листића,Број важећих гласачких листића,Томислав Николић ,Борис Тадић
80357,Рума,39,,1231,521,1231,710,709,11,698,429,269
80357,Рума,40,,769,400,769,369,369,7,362,219,143
80357,Рума,41,,651,364,651,287,287,6,281,195,86
80357,Рума,42,,471,187,471,284,284,1,283,164,119
80357,Рума,43,,311,167,311,144,144,0,144,111,33
,Рума,,,45535,21471,45554,24064,24062,302,23760,13465,10295
80365,Сента,1,,688,315,688,373,373,4,369,29,340
80365,Сента,2,,619,294,619,325,325,4,321,90,231
80365,Сента,3,,622,246,622,376,376,4,372,73,299
80365,Сента,4,,773,360,773,413,413,7,406,63,343
80365,Сента,5,,896,360,896,536,536,3,533,42,491
80365,Сента,6,,664,298,664,366,366,1,365,12,353
80365,Сента,7,,603,244,604,359,359,1,358,6,352
80365,Сента,8,,951,412,952,539,539,2,537,58,479
80365,Сента,9,,763,417,763,346,346,7,339,12,327
80365,Сента,10,,900,429,900,471,471,2,469,9,460
80365,Сента,11,,678,273,687,405,405,2,403,9,394
80365,Сента,12,,768,376,768,392,391,4,387,6,381
80365,Сента,13,,763,336,769,427,427,0,427,9,418
80365,Сента,14,,744,322,744,422,422,2,420,16,404
80365,Сента,15,,819,359,819,460,459,4,455,44,411
80365,Сента,16,,1026,464,1026,562,562,2,560,33,527
80365,Сента,17,,793,323,793,470,470,5,465,9,456
80365,Сента,18,,810,333,810,477,477,6,471,12,459
80365,Сента,19,,838,376,838,462,462,3,459,47,412
80365,Сента,20,,794,367,794,427,427,8,419,51,368
80365,Сента,21,,852,412,852,440,440,1,439,84,355
80365,Сента,22,,761,327,761,434,434,2,432,98,334
80365,Сента,23,,773,279,773,494,494,5,489,73,416
80365,Сента,24,,750,337,750,413,413,0,413,4,409
80365,Сента,25,,600,295,600,305,305,1,304,3,301
80365,Сента,26,,120,69,120,51,51,0,51,1,50
80365,Сента,27,,605,241,605,364,364,1,363,6,357
80365,Сента,28,,734,323,735,411,411,2,409,14,395
80365,Сента,29,,315,124,315,191,191,0,191,7,184
80365,Сента,30,,452,180,452,272,272,3,269,2,267
80365,Сента,31,,275,104,275,171,171,1,170,3,167
80365,Сента,32,,264,143,264,121,121,2,119,8,111
,Сента,,,22013,9738,22031,12275,12273,89,12184,933,11251
80373,Сечањ,1,,326,156,326,170,170,3,167,95,72
80373,Сечањ,2,,372,187,372,185,185,4,181,85,96
80373,Сечањ,3,,367,183,367,184,184,5,179,64,115
80373,Сечањ,4,,317,173,317,144,144,2,142,70,72
80373,Сечањ,5,,307,166,307,141,141,1,140,58,82
80373,Сечањ,6,,392,174,392,218,218,1,217,100,117
80373,Сечањ,7,,350,172,350,178,178,6,172,68,104
80373,Сечањ,8,,396,169,396,227,227,4,223,119,104
80373,Сечањ,9,,325,163,325,162,162,1,161,101,60
80373,Сечањ,10,,333,176,333,157,157,1,156,86,70
80373,Сечањ,11,,402,186,402,216,216,1,215,135,80
80373,Сечањ,12,,275,129,275,146,146,1,145,52,93
80373,Сечањ,13,,337,202,337,135,135,2,133,81,52
80373,Сечањ,14,,382,213,382,169,169,0,169,99,70
80373,Сечањ,15,,414,192,414,222,222,3,219,134,85
80373,Сечањ,16,,283,133,283,150,150,1,149,112,37
80373,Сечањ,17,,387,177,387,210,210,2,208,80,128
80373,Сечањ,18,,375,167,375,208,208,1,207,56,151
80373,Сечањ,19,,342,137,342,205,205,0,205,113,92
80373,Сечањ,20,,334,141,334,193,193,2,191,122,69
80373,Сечањ,21,,331,129,331,202,202,0,202,130,72
80373,Сечањ,22,,337,168,337,169,169,0,169,122,47
80373,Сечањ,23,,370,167,370,203,203,0,203,122,81
80373,Сечањ,24,,337,169,337,168,168,2,166,89,77
80373,Сечањ,25,,288,159,288,129,129,1,128,37,91
80373,Сечањ,26,,323,186,323,137,137,4,133,45,88
80373,Сечањ,27,,475,241,475,234,234,3,231,161,70
80373,Сечањ,28,,405,230,405,175,175,1,174,84,90
80373,Сечањ,29,,410,173,410,237,237,3,234,91,143
80373,Сечањ,30,,406,200,406,206,206,2,204,112,92
80373,Сечањ,31,,377,176,377,201,201,1,200,100,100
80373,Сечањ,32,,345,118,345,227,227,5,222,152,70
80373,Сечањ,33,,321,134,321,187,187,5,182,94,88
80373,Сечањ,34,,341,171,341,170,170,2,168,57,111
80373,Сечањ,35,,337,144,337,193,193,0,193,58,135
80373,Сечањ,36,,243,111,243,132,132,3,129,79,50
,Сечањ,,,12662,6072,12662,6590,6590,73,6517,3363,3154
80381,Сомбор,1,,1500,686,1500,814,814,12,802,241,561
80381,Сомбор,2,,1173,502,1173,671,671,10,661,276,385
80381,Сомбор,3,,125,60,125,65,65,0,65,28,37
80381,Сомбор,4,,1395,653,1395,742,742,13,729,306,423
80381,Сомбор,5,,1000,434,1001,566,566,3,563,294,269
80381,Сомбор,6,,241,127,242,114,114,1,113,85,28
80381,Сомбор,7,,1265,592,1265,673,673,6,667,428,239
80381,Сомбор,8,,1041,496,1040,545,545,2,543,354,189
80381,Сомбор,9,,132,71,132,61,61,0,61,39,22
80381,Сомбор,10,,106,74,106,32,32,0,32,25,7
80381,Сомбор,11,,1167,533,1167,634,634,7,627,222,405
80381,Сомбор,12,,1169,574,1169,595,594,5,589,236,353
80381,Сомбор,13,,207,98,207,109,109,2,107,27,80
80381,Сомбор,14,,1706,718,1707,988,988,6,982,383,599
80381,Сомбор,15,,1132,481,1132,651,651,7,644,256,388
80381,Сомбор,16,,196,105,196,91,91,0,91,76,15
80381,Сомбор,17,,1352,588,1352,764,764,6,758,238,520
80381,Сомбор,18,,1392,601,1392,791,791,17,774,225,549
80381,Сомбор,19,,530,219,530,311,311,5,306,81,225
80381,Сомбор,20,,255,126,255,129,129,0,129,87,42
80381,Сомбор,21,,488,291,488,197,197,3,194,113,81
80381,Сомбор,22,,147,69,147,78,78,1,77,18,59
80381,Сомбор,23,,1834,829,1834,1005,1005,4,1001,462,539
80381,Сомбор,24,,1089,489,1091,600,599,11,588,281,307
80381,Сомбор,25,,1247,557,1247,690,690,13,677,279,398
80381,Сомбор,26,,1232,542,1234,690,690,12,678,302,376
80381,Сомбор,27,,1592,746,1594,846,846,9,837,385,452
80381,Сомбор,28,,1195,557,1196,638,638,4,634,255,379
80381,Сомбор,29,,924,341,923,583,583,10,573,230,343
80381,Сомбор,30,,575,280,575,295,295,3,292,169,123
80381,Сомбор,31,,823,388,823,435,435,7,428,146,282
80381,Сомбор,32,,754,332,754,422,422,10,412,247,165
80381,Сомбор,33,,1443,623,1442,820,820,9,811,299,512
80381,Сомбор,34,,948,439,948,509,509,3,506,331,175
80381,Сомбор,35,,350,167,350,183,183,0,183,45,138
80381,Сомбор,36,,797,345,797,452,452,6,446,154,292
80381,Сомбор,37,,514,252,514,262,262,0,262,63,199
80381,Сомбор,38,,480,187,480,293,293,0,293,66,227
80381,Сомбор,39,,744,325,745,419,419,1,418,166,252
80381,Сомбор,40,,1360,571,1360,789,789,7,782,290,492
80381,Сомбор,41,,1143,438,1141,705,703,5,698,203,495
80381,Сомбор,42,,1081,431,1078,650,650,10,640,230,410
80381,Сомбор,43,,1424,636,1426,788,788,9,779,331,448
80381,Сомбор,44,,1454,687,1455,767,767,4,763,317,446
80381,Сомбор,45,,1107,458,1107,649,649,3,646,212,434
80381,Сомбор,46,,900,455,900,445,445,5,440,276,164
80381,Сомбор,47,,848,373,847,475,475,0,475,345,130
80381,Сомбор,48,,1192,609,1192,583,583,11,572,130,442
80381,Сомбор,49,,1031,461,1031,570,567,6,561,56,505
80381,Сомбор,50,,1086,495,1086,591,591,5,586,57,529
80381,Сомбор,51,,1135,669,1135,466,458,4,454,33,421
80381,Сомбор,52,,1257,674,1258,583,583,5,578,110,468
80381,Сомбор,53,,1062,541,1062,521,521,3,518,122,396
80381,Сомбор,54,,976,488,976,488,488,8,480,50,430
80381,Сомбор,55,,1163,599,1163,564,564,5,559,69,490
80381,Сомбор,56,,424,208,424,216,216,2,214,158,56
80381,Сомбор,57,,1709,729,1710,980,980,12,968,741,227
80381,Сомбор,58,,1343,625,1345,718,718,13,705,159,546
80381,Сомбор,59,,1235,600,1235,635,635,7,628,436,192
80381,Сомбор,60,,1118,598,1118,520,520,6,514,354,160
80381,Сомбор,61,,1108,520,1109,588,588,9,579,487,92
80381,Сомбор,62,,1149,531,1150,618,617,7,610,456,154
80381,Сомбор,63,,1276,625,1275,651,651,8,643,454,189
80381,Сомбор,64,,1011,433,1011,578,578,5,573,466,107
80381,Сомбор,65,,1035,529,1035,506,506,4,502,324,178
80381,Сомбор,66,,1520,687,1520,833,833,4,829,125,704
80381,Сомбор,67,,1016,440,1016,576,576,2,574,69,505
80381,Сомбор,68,,1258,641,1258,617,616,5,611,389,222
80381,Сомбор,69,,1221,662,1221,559,559,8,551,291,260
80381,Сомбор,70,,1272,678,1272,594,594,6,588,342,246
80381,Сомбор,71,,1451,854,1451,597,597,5,592,359,233
80381,Сомбор,72,,1379,824,1379,555,555,5,550,359,191
80381,Сомбор,73,,1516,808,1516,708,708,8,700,88,612
80381,Сомбор,74,,1357,693,1357,664,664,9,655,278,377
80381,Сомбор,75,,964,513,964,451,451,5,446,284,162
80381,Сомбор,76,,991,476,1008,515,515,1,514,302,212
,Сомбор,,,77832,36756,77859,41076,41059,429,40630,17670,22960
80390,Србобран,1,,510,196,510,314,314,3,311,207,104
80390,Србобран,2,,517,156,517,361,361,2,359,266,93
80390,Србобран,3,,483,212,483,271,271,1,270,111,159
80390,Србобран,4,,438,196,438,242,242,3,239,109,130
80390,Србобран,5,,462,171,462,291,290,4,286,135,151
80390,Србобран,6,,467,176,467,291,291,5,286,142,144
80390,Србобран,7,,496,192,496,304,304,5,299,108,191
80390,Србобран,8,,456,197,456,259,259,2,257,76,181
80390,Србобран,9,,457,139,457,318,318,6,312,162,150
80390,Србобран,10,,432,166,432,266,266,3,263,171,92
80390,Србобран,11,,511,222,511,289,289,4,285,226,59
80390,Србобран,12,,513,140,513,373,373,1,372,264,108
80390,Србобран,13,,432,165,432,267,267,3,264,107,157
80390,Србобран,14,,459,170,459,289,289,2,287,147,140
80390,Србобран,15,,472,210,472,262,262,6,256,20,236
80390,Србобран,16,,463,194,463,269,269,2,267,63,204
80390,Србобран,17,,500,203,500,297,297,4,293,82,211
80390,Србобран,18,,507,225,507,282,282,4,278,97,181
80390,Србобран,19,,477,217,477,260,260,2,258,127,131
80390,Србобран,20,,527,190,527,337,337,4,333,118,215
80390,Србобран,21,,466,174,466,292,292,4,288,92,196
80390,Србобран,22,,484,210,484,274,274,2,272,183,89
80390,Србобран,23,,485,210,485,275,275,7,268,168,100
80390,Србобран,24,,488,184,488,304,304,2,302,153,149
80390,Србобран,25,,499,185,499,314,314,1,313,158,155
80390,Србобран,26,,512,243,512,269,269,8,261,153,108
80390,Србобран,27,,495,238,495,257,257,4,253,175,78
80390,Србобран,28,,466,188,466,278,278,7,271,195,76
,Србобран,,,13474,5369,13474,8105,8104,101,8003,4015,3988
80403,Сремска Митровица,1,,779,390,779,389,389,3,386,233,153
80403,Сремска Митровица,2,,878,465,878,413,413,6,407,307,100
80403,Сремска Митровица,3,,1231,679,1232,552,552,8,544,384,160
80403,Сремска Митровица,4,,996,519,996,477,477,10,467,275,192
80403,Сремска Митровица,5,,1176,593,1176,583,583,7,576,382,194
80403,Сремска Митровица,6,,666,234,666,432,432,3,429,252,177
80403,Сремска Митровица,7,,545,251,545,294,294,4,290,209,81
80403,Сремска Митровица,8,,1586,818,1586,768,768,6,762,470,292
80403,Сремска Митровица,9,,1302,606,1302,696,695,9,686,395,291
80403,Сремска Митровица,10,,1194,647,1194,547,547,8,539,376,163
80403,Сремска Митровица,11,,1244,549,1244,695,695,10,685,459,226
80403,Сремска Митровица,12,,1506,715,1508,791,791,8,783,539,244
80403,Сремска Митровица,13,,1194,569,1194,625,625,5,620,362,258
80403,Сремска Митровица,14,,1189,665,1189,524,524,3,521,308,213
80403,Сремска Митровица,15,,1422,717,1422,705,705,12,693,446,247
80403,Сремска Митровица,16,,1410,641,1412,769,757,16,741,484,257
80403,Сремска Митровица,17,,661,309,661,352,352,9,343,236,107
80403,Сремска Митровица,18,,1119,454,1119,665,665,5,660,411,249
80403,Сремска Митровица,19,,1393,652,1393,741,741,9,732,453,279
80403,Сремска Митровица,20,,1337,666,1337,671,671,4,667,404,263
80403,Сремска Митровица,21,,1709,824,1710,885,885,10,875,495,380
80403,Сремска Митровица,22,,1153,717,1153,436,436,2,434,267,167
80403,Сремска Митровица,23,,820,429,820,391,391,5,386,259,127
80403,Сремска Митровица,24,,1407,625,1407,782,782,2,780,422,358
80403,Сремска Митровица,25,,543,265,543,278,278,2,276,199,77
80403,Сремска Митровица,26,,136,60,136,76,76,2,74,10,64
80403,Сремска Митровица,27,,1431,621,1431,810,810,5,805,417,388
80403,Сремска Митровица,28,,153,50,153,103,103,4,99,74,25
80403,Сремска Митровица,29,,534,266,534,268,268,7,261,161,100
80403,Сремска Митровица,30,,1329,657,1329,672,672,12,660,473,187
80403,Сремска Митровица,31,,1561,708,1561,853,853,14,839,560,279
80403,Сремска Митровица,32,,1727,795,1727,932,932,8,924,606,318
80403,Сремска Митровица,33,,1309,542,1309,767,767,7,760,480,280
80403,Сремска Митровица,34,,1687,729,1689,958,958,13,945,452,493
80403,Сремска Митровица,35,,1492,642,1492,850,849,13,836,346,490
80403,Сремска Митровица,36,,1063,453,1063,610,610,12,598,251,347
80403,Сремска Митровица,37,,1187,496,1189,691,691,14,677,296,381
80403,Сремска Митровица,38,,1138,487,1140,651,651,14,637,323,314
80403,Сремска Митровица,39,,1403,604,1403,799,799,2,797,332,465
80403,Сремска Митровица,40,,1594,692,1594,902,902,15,887,571,316
80403,Сремска Митровица,41,,1283,466,1284,817,817,17,800,244,556
80403,Сремска Митровица,42,,1321,541,1322,780,780,15,765,277,488
80403,Сремска Митровица,43,,1410,609,1410,801,801,16,785,308,477
80403,Сремска Митровица,44,,1349,520,1349,829,829,12,817,350,467
80403,Сремска Митровица,45,,1331,505,1333,826,826,9,817,391,426
80403,Сремска Митровица,46,,1002,430,1004,572,572,6,566,188,378
80403,Сремска Митровица,47,,1336,598,1338,738,738,7,731,242,489
80403,Сремска Митровица,48,,2146,1025,2147,1121,1119,10,1109,563,546
80403,Сремска Митровица,49,,1672,776,1674,896,895,12,883,616,267
80403,Сремска Митровица,50,,1628,716,1629,912,912,15,897,682,215
80403,Сремска Митровица,51,,975,359,975,616,616,8,608,241,367
80403,Сремска Митровица,52,,993,399,993,594,594,9,585,231,354
80403,Сремска Митровица,53,,897,365,897,532,532,3,529,168,361
80403,Сремска Митровица,54,,826,316,827,510,510,12,498,197,301
80403,Сремска Митровица,55,,851,323,851,528,528,9,519,154,365
80403,Сремска Митровица,56,,1378,601,1379,777,777,10,767,271,496
,Сремска Митровица,,,66602,30350,66628,36252,36235,478,35757,19502,16255
80411,Сремски Карловци,1,,478,234,478,244,244,4,240,104,136
80411,Сремски Карловци,2,,782,380,782,402,402,0,402,189,213
80411,Сремски Карловци,3,,882,410,882,472,472,4,468,322,146
80411,Сремски Карловци,4,,815,388,815,427,427,2,425,209,216
80411,Сремски Карловци,5,,799,417,799,382,382,1,381,216,165
80411,Сремски Карловци,6,,817,389,817,428,428,2,426,210,216
80411,Сремски Карловци,7,,974,376,974,598,598,3,595,298,297
80411,Сремски Карловци,8,,745,334,745,411,411,1,410,173,237
80411,Сремски Карловци,9,,708,359,708,349,349,2,347,170,177
80411,Сремски Карловци,10,,587,259,587,328,328,5,323,160,163
,Сремски Карловци,,,7587,3546,7587,4041,4041,24,4017,2051,1966
80420,Стара Пазова,1,,1039,563,1039,476,476,3,473,328,145
80420,Стара Пазова,2,,1049,579,1049,470,470,4,466,273,193
80420,Стара Пазова,3,,1161,591,1161,570,570,11,559,329,230
80420,Стара Пазова,4,,597,328,597,269,269,5,264,166,98
80420,Стара Пазова,5,,853,410,854,443,443,6,437,273,164
80420,Стара Пазова,6,,1034,528,1034,506,506,7,499,339,160
80420,Стара Пазова,7,,1001,486,1001,515,514,7,507,283,224
80420,Стара Пазова,8,,1040,509,1040,531,530,7,523,362,161
80420,Стара Пазова,9,,824,412,824,412,412,3,409,169,240
80420,Стара Пазова,10,,848,398,849,450,450,4,446,232,214
80420,Стара Пазова,11,,655,309,655,346,346,4,342,211,131
80420,Стара Пазова,12,,804,321,804,483,483,10,473,327,146
80420,Стара Пазова,13,,1224,595,1224,629,629,7,622,436,186
80420,Стара Пазова,14,,878,375,878,503,503,4,499,374,125
80420,Стара Пазова,15,,884,346,884,538,538,14,524,278,246
80420,Стара Пазова,16,,1063,454,1063,609,609,14,595,369,226
80420,Стара Пазова,17,,873,412,873,461,461,7,454,309,145
80420,Стара Пазова,18,,977,429,977,548,548,10,538,346,192
80420,Стара Пазова,19,,895,383,895,512,512,8,504,283,221
80420,Стара Пазова,20,,735,306,735,429,429,4,425,245,180
80420,Стара Пазова,21,,982,404,982,578,577,8,569,325,244
80420,Стара Пазова,22,,875,404,875,471,471,13,458,314,144
80420,Стара Пазова,23,,1070,483,1070,587,587,9,578,306,272
80420,Стара Пазова,24,,834,336,834,498,497,8,489,296,193
80420,Стара Пазова,25,,812,355,812,457,457,4,453,267,186
80420,Стара Пазова,26,,1197,552,1197,645,645,9,636,360,276
80420,Стара Пазова,27,,1456,735,1456,721,721,8,713,386,327
80420,Стара Пазова,28,,1340,647,1341,693,693,7,686,432,254
80420,Стара Пазова,29,,1236,560,1236,676,676,6,670,358,312
80420,Стара Пазова,30,,1221,548,1221,673,673,7,666,201,465
80420,Стара Пазова,31,,864,369,864,495,495,8,487,144,343
80420,Стара Пазова,32,,1389,613,1390,776,776,13,763,293,470
80420,Стара Пазова,33,,837,347,837,490,490,11,479,118,361
80420,Стара Пазова,34,,1077,550,1077,527,527,8,519,222,297
80420,Стара Пазова,35,,953,419,954,534,534,7,527,220,307
80420,Стара Пазова,36,,774,314,774,460,460,11,449,126,323
80420,Стара Пазова,37,,765,308,765,457,457,13,444,167,277
80420,Стара Пазова,38,,823,386,823,437,437,7,430,191,239
80420,Стара Пазова,39,,1001,435,1001,566,566,14,552,365,187
80420,Стара Пазова,40,,1155,528,1156,627,626,7,619,376,243
80420,Стара Пазова,41,,785,377,786,408,408,5,403,183,220
80420,Стара Пазова,42,,954,426,954,528,528,6,522,190,332
80420,Стара Пазова,43,,776,325,776,451,451,7,444,169,275
80420,Стара Пазова,44,,911,404,907,507,507,2,505,157,348
80420,Стара Пазова,45,,996,566,996,430,429,2,427,268,159
80420,Стара Пазова,46,,1264,671,1264,593,593,4,589,340,249
80420,Стара Пазова,47,,1338,754,1338,584,584,5,579,333,246
80420,Стара Пазова,48,,948,492,950,456,456,9,447,224,223
,Стара Пазова,,,47067,22042,47072,25025,25019,357,24662,13263,11399
80438,Суботица,1,,1485,715,1483,770,770,13,757,225,532
80438,Суботица,2,,1461,716,1461,745,745,12,733,174,559
80438,Суботица,3,,1589,756,1589,833,832,7,825,177,648
80438,Суботица,4,,1427,704,1427,723,723,7,716,112,604
80438,Суботица,5,,712,303,712,409,409,10,399,100,299
80438,Суботица,6,,755,287,755,468,468,3,465,131,334
80438,Суботица,7,,567,233,567,334,334,1,333,122,211
80438,Суботица,8,,585,292,585,293,293,1,292,54,238
80438,Суботица,9,,1137,554,1137,583,583,12,571,113,458
80438,Суботица,10,,306,137,306,169,169,1,168,53,115
80438,Суботица,11,,1573,630,1573,943,943,12,931,266,665
80438,Суботица,12,,1803,754,1803,1049,1049,10,1039,295,744
80438,Суботица,13,,1763,762,1763,1001,1001,9,992,216,776
80438,Суботица,14,,2124,922,2124,1202,1202,16,1186,333,853
80438,Суботица,15,,1987,898,1987,1089,1089,12,1077,186,891
80438,Суботица,16,,1876,934,1876,942,942,4,938,108,830
80438,Суботица,17,,1073,490,1073,583,583,2,581,115,466
80438,Суботица,18,,1279,644,1279,635,635,6,629,90,539
80438,Суботица,19,,1268,545,1268,723,723,12,711,125,586
80438,Суботица,20,,1142,497,1142,645,645,5,640,97,543
80438,Суботица,21,,1543,759,1543,784,784,10,774,135,639
80438,Суботица,22,,1002,456,1002,546,546,2,544,61,483
80438,Суботица,23,,1338,557,1338,781,781,8,773,70,703
80438,Суботица,24,,1553,723,1553,830,830,6,824,151,673
80438,Суботица,25,,2043,951,2043,1092,1091,12,1079,172,907
80438,Суботица,26,,1003,454,1003,549,549,8,541,72,469
80438,Суботица,27,,1110,472,1110,638,638,8,630,109,521
80438,Суботица,28,,2386,985,2386,1401,1401,22,1379,338,1041
80438,Суботица,29,,1934,779,1934,1155,1155,14,1141,249,892
80438,Суботица,30,,287,131,287,156,156,4,152,31,121
80438,Суботица,31,,1850,800,1850,1050,1050,14,1036,178,858
80438,Суботица,32,,1868,877,1868,991,991,11,980,232,748
80438,Суботица,33,,804,294,804,510,510,8,502,96,406
80438,Суботица,34,,857,350,857,507,507,5,502,115,387
80438,Суботица,35,,1049,378,1049,671,668,9,659,190,469
80438,Суботица,36,,750,306,750,444,444,6,438,103,335
80438,Суботица,37,,1886,831,1886,1055,1054,14,1040,412,628
80438,Суботица,38,,2367,970,2367,1397,1397,4,1393,571,822
80438,Суботица,39,,783,270,783,513,513,2,511,161,350
80438,Суботица,40,,1908,824,1908,1084,1084,8,1076,418,658
80438,Суботица,41,,1056,461,1056,595,595,4,591,246,345
80438,Суботица,42,,866,338,866,528,528,6,522,102,420
80438,Суботица,43,,1060,440,1060,620,620,7,613,111,502
80438,Суботица,44,,574,237,574,337,337,1,336,66,270
80438,Суботица,45,,1095,539,1095,556,556,6,550,177,373
80438,Суботица,46,,610,266,610,344,344,5,339,99,240
80438,Суботица,47,,1003,442,1003,561,561,8,553,204,349
80438,Суботица,48,,815,298,815,517,517,6,511,145,366
80438,Суботица,49,,238,124,238,114,114,0,114,20,94
80438,Суботица,50,,1483,589,1452,894,894,23,871,277,594
80438,Суботица,51,,837,346,837,491,491,4,487,170,317
80438,Суботица,52,,316,120,316,196,196,2,194,25,169
80438,Суботица,53,,274,125,274,149,149,5,144,37,107
80438,Суботица,54,,1453,575,1453,878,878,4,874,144,730
80438,Суботица,55,,1349,549,1349,800,800,4,796,120,676
80438,Суботица,56,,2240,965,2240,1275,1275,10,1265,317,948
80438,Суботица,57,,2441,1055,2441,1386,1386,14,1372,338,1034
80438,Суботица,58,,2449,1037,2449,1412,1412,11,1401,343,1058
80438,Суботица,59,,1624,668,1624,956,956,5,951,174,777
80438,Суботица,60,,1692,681,1692,1011,1008,8,1000,164,836
80438,Суботица,61,,1818,780,1818,1038,1035,14,1021,140,881
80438,Суботица,62,,2010,962,2010,1048,1039,11,1028,240,788
80438,Суботица,63,,1834,921,1834,913,913,9,904,191,713
80438,Суботица,64,,2245,792,2245,1453,1453,23,1430,245,1185
80438,Суботица,65,,2364,854,2364,1510,1507,22,1485,272,1213
80438,Суботица,66,,1361,533,1361,828,828,7,821,75,746
80438,Суботица,67,,426,174,426,252,252,3,249,13,236
80438,Суботица,68,,2398,1009,2398,1389,1389,11,1378,185,1193
80438,Суботица,69,,2339,1004,2339,1335,1333,12,1321,164,1157
80438,Суботица,70,,1915,770,1912,1145,1145,16,1129,138,991
80438,Суботица,71,,1367,513,1367,854,854,4,850,31,819
80438,Суботица,72,,342,95,342,247,247,1,246,4,242
80438,Суботица,73,,536,262,536,274,274,0,274,21,253
80438,Суботица,74,,385,184,385,201,201,4,197,6,191
80438,Суботица,75,,1367,515,1367,852,852,3,849,30,819
80438,Суботица,76,,331,147,331,184,184,1,183,6,177
80438,Суботица,77,,365,146,365,219,219,1,218,8,210
80438,Суботица,78,,312,99,312,213,213,5,208,9,199
80438,Суботица,79,,1205,536,1205,669,669,4,665,279,386
80438,Суботица,80,,1974,841,1974,1133,1133,11,1122,35,1087
80438,Суботица,81,,1989,694,1989,1295,1295,7,1288,31,1257
80438,Суботица,82,,1957,843,1957,1114,1112,21,1091,35,1056
80438,Суботица,83,,483,181,483,302,302,6,296,151,145
80438,Суботица,84,,552,175,552,377,377,4,373,118,255
80438,Суботица,85,,1153,424,1153,729,729,7,722,524,198
80438,Суботица,86,,980,504,980,476,476,11,465,260,205
80438,Суботица,87,,1774,713,1774,1061,1061,23,1038,169,869
80438,Суботица,88,,1408,539,1408,869,869,10,859,234,625
80438,Суботица,89,,2326,1128,2326,1198,1198,13,1185,208,977
80438,Суботица,90,,1685,835,1685,850,850,6,844,377,467
80438,Суботица,91,,524,265,524,259,259,2,257,41,216
80438,Суботица,92,,1093,524,1093,569,569,10,559,163,396
80438,Суботица,93,,1230,603,1230,627,627,4,623,263,360
80438,Суботица,94,,347,169,347,178,178,1,177,103,74
80438,Суботица,95,,1051,469,1051,582,582,11,571,105,466
80438,Суботица,96,,343,177,343,166,166,1,165,57,108
80438,Суботица,97,,807,405,807,402,402,2,400,82,318
80438,Суботица,98,,793,330,793,463,463,9,454,68,386
80438,Суботица,99,,174,95,174,79,79,1,78,11,67
80438,Суботица,100,,633,351,633,282,282,3,279,51,228
80438,Суботица,101,,182,117,182,65,65,0,65,11,54
80438,Суботица,102,,320,156,320,164,164,3,161,22,139
80438,Суботица,103,,155,104,155,51,51,1,50,6,44
80438,Суботица,104,,885,421,885,464,464,6,458,117,341
80438,Суботица,105,,834,375,834,459,459,3,456,67,389
80438,Суботица,106,,948,403,948,545,545,3,542,95,447
,Суботица,,,129228,55932,129192,73296,73268,793,72475,15696,56779
80446,Темерин,1,,608,221,608,387,387,4,383,298,85
80446,Темерин,2,,620,199,621,421,421,4,417,304,113
80446,Темерин,3,,666,250,666,416,416,3,413,318,95
80446,Темерин,4,,353,124,353,229,229,4,225,179,46
80446,Темерин,5,,561,239,561,322,322,5,317,229,88
80446,Темерин,6,,553,211,553,342,342,5,337,233,104
80446,Темерин,7,,638,233,638,405,405,4,401,282,119
80446,Темерин,8,,592,259,592,333,333,2,331,229,102
80446,Темерин,9,,737,222,737,515,515,4,511,415,96
80446,Темерин,10,,605,196,606,409,409,4,405,315,90
80446,Темерин,11,,686,233,687,453,453,7,446,295,151
80446,Темерин,12,,646,254,646,392,391,2,389,278,111
80446,Темерин,13,,695,251,695,444,444,1,443,315,128
80446,Темерин,14,,550,203,550,347,347,0,347,45,302
80446,Темерин,15,,448,180,449,268,268,0,268,31,237
80446,Темерин,16,,838,264,839,574,574,3,571,134,437
80446,Темерин,17,,787,251,788,536,536,0,536,61,475
80446,Темерин,18,,883,312,883,571,571,2,569,87,482
80446,Темерин,19,,641,206,641,435,435,1,434,45,389
80446,Темерин,20,,838,285,838,553,553,4,549,122,427
80446,Темерин,21,,948,321,948,627,627,10,617,311,306
80446,Темерин,22,,986,299,986,687,687,2,685,75,610
80446,Темерин,23,,703,241,703,462,462,2,460,125,335
80446,Темерин,24,,692,188,693,504,504,1,503,200,303
80446,Темерин,25,,746,254,746,492,492,2,490,112,378
80446,Темерин,26,,1225,385,1225,840,840,16,824,273,551
80446,Темерин,27,,481,162,481,319,319,2,317,19,298
80446,Темерин,28,,1024,374,1024,650,650,2,648,368,280
80446,Темерин,29,,622,232,622,390,390,5,385,271,114
80446,Темерин,30,,742,280,742,462,462,6,456,340,116
80446,Темерин,31,,866,383,866,483,483,3,480,342,138
,Темерин,,,21980,7712,21987,14268,14267,110,14157,6651,7506
80454,Тител,1,,550,190,550,360,360,7,353,133,220
80454,Тител,2,,581,230,581,351,351,4,347,173,174
80454,Тител,3,,529,204,529,325,325,3,322,155,167
80454,Тител,4,,538,226,538,312,312,4,308,126,182
80454,Тител,5,,494,224,494,270,270,4,266,129,137
